,input,sensor_type,image_size,resolution_(DPI),nfiq1_quality,nfiq2_quality,minutiae_sourceafis,minutiae_mindtct_m1=0,minutiae_mindtct_m1=1,minutiae_fingerjet
2143,_home_Analise_digitais_2004_DB4_103_103_2,synthetic fingerprint generation,288x384,500,1,46,42,64,64,49
2144,_home_Analise_digitais_2004_DB1_27_27_8,optical sensor CrossMatch,640x480,500,1,44,43,69,69,60
2145,_home_Analise_digitais_2004_DB3_70_70_3,thermal sweeping sensor Atmel,300x480,512,3,29,63,93,93,91
2146,_home_Analise_digitais_2004_DB3_102_102_3,thermal sweeping sensor Atmel,300x480,512,4,41,58,95,95,72
2147,_home_Analise_digitais_2004_DB3_6_6_2,thermal sweeping sensor Atmel,300x480,512,1,45,32,72,72,57
2148,_home_Analise_digitais_2004_DB2_92_92_6,optical sensor Digital Persona,328x364,500,2,38,52,76,76,75
2149,_home_Analise_digitais_2004_DB1_67_67_6,optical sensor CrossMatch,640x480,500,1,38,27,47,47,45
2150,_home_Analise_digitais_2004_DB1_24_24_1,optical sensor CrossMatch,640x480,500,1,35,31,55,55,48
2151,_home_Analise_digitais_2004_DB4_99_99_6,synthetic fingerprint generation,288x384,500,1,40,41,56,56,47
2152,_home_Analise_digitais_2004_DB3_5_5_4,thermal sweeping sensor Atmel,300x480,512,2,48,41,109,109,79
2153,_home_Analise_digitais_2004_DB1_15_15_2,optical sensor CrossMatch,640x480,500,1,37,24,36,36,33
2154,_home_Analise_digitais_2004_DB3_78_78_7,thermal sweeping sensor Atmel,300x480,512,3,30,74,83,83,118
2155,_home_Analise_digitais_2004_DB2_29_29_7,optical sensor Digital Persona,328x364,500,2,36,24,48,48,26
2156,_home_Analise_digitais_2004_DB1_39_39_6,optical sensor CrossMatch,640x480,500,2,24,34,58,58,62
2157,_home_Analise_digitais_2004_DB2_83_83_1,optical sensor Digital Persona,328x364,500,3,11,34,45,45,54
2158,_home_Analise_digitais_2004_DB1_72_72_8,optical sensor CrossMatch,640x480,500,3,36,68,94,94,121
2159,_home_Analise_digitais_2004_DB4_82_82_3,synthetic fingerprint generation,288x384,500,2,30,33,52,52,54
2160,_home_Analise_digitais_2004_DB4_35_35_6,synthetic fingerprint generation,288x384,500,1,36,35,50,50,62
2161,_home_Analise_digitais_2004_DB4_47_47_4,synthetic fingerprint generation,288x384,500,3,10,20,35,35,46
2162,_home_Analise_digitais_2004_DB2_39_39_2,optical sensor Digital Persona,328x364,500,5,33,22,45,45,30
2163,_home_Analise_digitais_2004_DB4_101_101_3,synthetic fingerprint generation,288x384,500,2,18,23,58,58,61
2164,_home_Analise_digitais_2004_DB1_6_6_5,optical sensor CrossMatch,640x480,500,2,52,32,44,44,41
2165,_home_Analise_digitais_2004_DB4_13_13_3,synthetic fingerprint generation,288x384,500,2,38,29,35,35,41
2166,_home_Analise_digitais_2004_DB3_59_59_8,thermal sweeping sensor Atmel,300x480,512,1,47,56,87,87,73
2167,_home_Analise_digitais_2004_DB1_27_27_4,optical sensor CrossMatch,640x480,500,1,49,42,64,64,48
2168,_home_Analise_digitais_2004_DB3_14_14_7,thermal sweeping sensor Atmel,300x480,512,1,52,72,101,101,118
2169,_home_Analise_digitais_2004_DB2_10_10_6,optical sensor Digital Persona,328x364,500,2,43,31,60,60,53
2170,_home_Analise_digitais_2004_DB4_63_63_7,synthetic fingerprint generation,288x384,500,2,31,28,31,31,38
2171,_home_Analise_digitais_2004_DB1_21_21_2,optical sensor CrossMatch,640x480,500,1,26,20,47,47,31
2172,_home_Analise_digitais_2004_DB2_24_24_6,optical sensor Digital Persona,328x364,500,1,51,47,65,65,58
2173,_home_Analise_digitais_2004_DB2_1_1_7,optical sensor Digital Persona,328x364,500,1,26,46,74,74,61
2174,_home_Analise_digitais_2004_DB3_25_25_1,thermal sweeping sensor Atmel,300x480,512,1,48,52,79,79,87
2175,_home_Analise_digitais_2004_DB4_37_37_1,synthetic fingerprint generation,288x384,500,1,19,46,65,65,104
2176,_home_Analise_digitais_2004_DB3_13_13_8,thermal sweeping sensor Atmel,300x480,512,1,57,47,86,86,92
2177,_home_Analise_digitais_2004_DB1_26_26_4,optical sensor CrossMatch,640x480,500,1,47,43,67,67,52
2178,_home_Analise_digitais_2004_DB4_58_58_7,synthetic fingerprint generation,288x384,500,1,40,41,53,53,67
2179,_home_Analise_digitais_2004_DB4_90_90_8,synthetic fingerprint generation,288x384,500,2,12,48,65,65,93
2180,_home_Analise_digitais_2004_DB4_76_76_2,synthetic fingerprint generation,288x384,500,2,27,37,53,53,50
2181,_home_Analise_digitais_2004_DB2_82_82_2,optical sensor Digital Persona,328x364,500,3,26,9,42,42,56
2182,_home_Analise_digitais_2004_DB3_85_85_6,thermal sweeping sensor Atmel,300x480,512,3,35,45,76,76,64
2183,_home_Analise_digitais_2004_DB1_41_41_5,optical sensor CrossMatch,640x480,500,1,54,27,58,58,44
2184,_home_Analise_digitais_2004_DB3_28_28_6,thermal sweeping sensor Atmel,300x480,512,1,53,66,108,108,86
2185,_home_Analise_digitais_2004_DB4_9_9_8,synthetic fingerprint generation,288x384,500,3,8,10,24,24,13
2186,_home_Analise_digitais_2004_DB2_49_49_4,optical sensor Digital Persona,328x364,500,3,9,31,30,30,24
2187,_home_Analise_digitais_2004_DB1_51_51_8,optical sensor CrossMatch,640x480,500,1,37,50,63,63,79
2188,_home_Analise_digitais_2004_DB3_41_41_2,thermal sweeping sensor Atmel,300x480,512,3,20,67,97,97,171
2189,_home_Analise_digitais_2004_DB3_94_94_8,thermal sweeping sensor Atmel,300x480,512,3,33,64,103,103,120
2190,_home_Analise_digitais_2004_DB4_85_85_6,synthetic fingerprint generation,288x384,500,1,37,44,74,74,56
2191,_home_Analise_digitais_2004_DB4_110_110_1,synthetic fingerprint generation,288x384,500,2,28,29,41,41,51
2192,_home_Analise_digitais_2004_DB4_64_64_1,synthetic fingerprint generation,288x384,500,2,22,21,50,50,40
2193,_home_Analise_digitais_2004_DB2_18_18_6,optical sensor Digital Persona,328x364,500,3,22,20,41,41,42
2194,_home_Analise_digitais_2004_DB2_65_65_6,optical sensor Digital Persona,328x364,500,4,4,20,23,23,18
2195,_home_Analise_digitais_2004_DB2_34_34_8,optical sensor Digital Persona,328x364,500,2,21,47,71,71,102
2196,_home_Analise_digitais_2004_DB2_32_32_1,optical sensor Digital Persona,328x364,500,2,31,37,54,54,52
2197,_home_Analise_digitais_2004_DB4_9_9_6,synthetic fingerprint generation,288x384,500,2,14,17,31,31,54
2198,_home_Analise_digitais_2004_DB1_65_65_7,optical sensor CrossMatch,640x480,500,1,36,33,63,63,52
2199,_home_Analise_digitais_2004_DB2_57_57_3,optical sensor Digital Persona,328x364,500,2,17,25,41,41,38
2200,_home_Analise_digitais_2004_DB3_41_41_8,thermal sweeping sensor Atmel,300x480,512,4,27,41,84,84,83
2201,_home_Analise_digitais_2004_DB2_107_107_2,optical sensor Digital Persona,328x364,500,3,18,60,91,91,146
2202,_home_Analise_digitais_2004_DB4_29_29_3,synthetic fingerprint generation,288x384,500,3,21,22,34,34,25
2203,_home_Analise_digitais_2004_DB2_100_100_2,optical sensor Digital Persona,328x364,500,5,5,32,54,54,24
2204,_home_Analise_digitais_2004_DB1_53_53_3,optical sensor CrossMatch,640x480,500,1,57,38,60,60,57
2205,_home_Analise_digitais_2004_DB3_29_29_5,thermal sweeping sensor Atmel,300x480,512,1,44,76,95,95,158
2206,_home_Analise_digitais_2004_DB2_92_92_8,optical sensor Digital Persona,328x364,500,2,25,47,81,81,85
2207,_home_Analise_digitais_2004_DB3_82_82_2,thermal sweeping sensor Atmel,300x480,512,1,52,39,88,88,62
2208,_home_Analise_digitais_2004_DB3_46_46_7,thermal sweeping sensor Atmel,300x480,512,3,23,81,117,117,122
2209,_home_Analise_digitais_2004_DB4_73_73_1,synthetic fingerprint generation,288x384,500,3,20,28,55,55,49
2210,_home_Analise_digitais_2004_DB2_51_51_5,optical sensor Digital Persona,328x364,500,3,17,24,39,39,27
2211,_home_Analise_digitais_2004_DB2_24_24_1,optical sensor Digital Persona,328x364,500,2,18,35,46,46,43
2212,_home_Analise_digitais_2004_DB3_56_56_5,thermal sweeping sensor Atmel,300x480,512,2,36,40,52,52,52
2213,_home_Analise_digitais_2004_DB4_15_15_4,synthetic fingerprint generation,288x384,500,3,25,20,38,38,28
2214,_home_Analise_digitais_2004_DB4_11_11_3,synthetic fingerprint generation,288x384,500,1,28,53,56,56,69
2215,_home_Analise_digitais_2004_DB2_62_62_1,optical sensor Digital Persona,328x364,500,3,26,20,41,41,33
2216,_home_Analise_digitais_2004_DB3_50_50_5,thermal sweeping sensor Atmel,300x480,512,1,44,35,68,68,59
2217,_home_Analise_digitais_2004_DB4_46_46_8,synthetic fingerprint generation,288x384,500,2,18,35,55,55,83
2218,_home_Analise_digitais_2004_DB1_34_34_6,optical sensor CrossMatch,640x480,500,2,60,18,34,34,24
2219,_home_Analise_digitais_2004_DB1_60_60_8,optical sensor CrossMatch,640x480,500,2,46,53,50,50,62
2220,_home_Analise_digitais_2004_DB2_42_42_1,optical sensor Digital Persona,328x364,500,2,39,22,34,34,28
2221,_home_Analise_digitais_2004_DB1_72_72_5,optical sensor CrossMatch,640x480,500,1,48,49,86,86,67
2222,_home_Analise_digitais_2004_DB1_22_22_5,optical sensor CrossMatch,640x480,500,1,28,46,72,72,60
2223,_home_Analise_digitais_2004_DB4_36_36_2,synthetic fingerprint generation,288x384,500,2,28,26,34,34,50
2224,_home_Analise_digitais_2004_DB3_84_84_2,thermal sweeping sensor Atmel,300x480,512,1,54,53,98,98,92
2225,_home_Analise_digitais_2004_DB2_36_36_8,optical sensor Digital Persona,328x364,500,3,17,52,72,72,119
2226,_home_Analise_digitais_2004_DB4_51_51_5,synthetic fingerprint generation,288x384,500,3,18,24,26,26,48
2227,_home_Analise_digitais_2004_DB3_74_74_6,thermal sweeping sensor Atmel,300x480,512,2,31,42,78,78,60
2228,_home_Analise_digitais_2004_DB3_86_86_2,thermal sweeping sensor Atmel,300x480,512,1,39,45,88,88,78
2229,_home_Analise_digitais_2004_DB4_25_25_2,synthetic fingerprint generation,288x384,500,1,42,47,67,67,69
2230,_home_Analise_digitais_2004_DB1_26_26_1,optical sensor CrossMatch,640x480,500,1,48,43,71,71,65
2231,_home_Analise_digitais_2004_DB3_15_15_4,thermal sweeping sensor Atmel,300x480,512,1,38,92,125,125,158
2232,_home_Analise_digitais_2004_DB1_15_15_5,optical sensor CrossMatch,640x480,500,1,55,35,68,68,49
2233,_home_Analise_digitais_2004_DB3_55_55_1,thermal sweeping sensor Atmel,300x480,512,1,55,40,63,63,45
2234,_home_Analise_digitais_2004_DB1_90_90_8,optical sensor CrossMatch,640x480,500,1,36,47,76,76,75
2235,_home_Analise_digitais_2004_DB2_59_59_7,optical sensor Digital Persona,328x364,500,3,23,63,94,94,148
2236,_home_Analise_digitais_2004_DB2_1_1_1,optical sensor Digital Persona,328x364,500,2,38,36,58,58,64
2237,_home_Analise_digitais_2004_DB2_88_88_3,optical sensor Digital Persona,328x364,500,2,56,39,62,62,59
2238,_home_Analise_digitais_2004_DB1_62_62_3,optical sensor CrossMatch,640x480,500,1,32,85,95,95,167
2239,_home_Analise_digitais_2004_DB1_41_41_2,optical sensor CrossMatch,640x480,500,2,18,10,25,25,24
2240,_home_Analise_digitais_2004_DB4_7_7_2,synthetic fingerprint generation,288x384,500,5,4,19,35,35,68
2241,_home_Analise_digitais_2004_DB1_89_89_8,optical sensor CrossMatch,640x480,500,3,35,42,63,63,71
2242,_home_Analise_digitais_2004_DB3_21_21_1,thermal sweeping sensor Atmel,300x480,512,2,29,36,58,58,34
2243,_home_Analise_digitais_2004_DB4_21_21_6,synthetic fingerprint generation,288x384,500,2,23,22,36,36,37
2244,_home_Analise_digitais_2004_DB1_46_46_7,optical sensor CrossMatch,640x480,500,1,50,50,73,73,56
2245,_home_Analise_digitais_2004_DB2_76_76_2,optical sensor Digital Persona,328x364,500,2,19,18,29,29,16
2246,_home_Analise_digitais_2004_DB3_42_42_5,thermal sweeping sensor Atmel,300x480,512,4,11,62,86,86,127
2247,_home_Analise_digitais_2004_DB1_37_37_4,optical sensor CrossMatch,640x480,500,1,45,30,65,65,52
2248,_home_Analise_digitais_2004_DB4_82_82_6,synthetic fingerprint generation,288x384,500,1,36,36,54,54,46
2249,_home_Analise_digitais_2004_DB4_42_42_4,synthetic fingerprint generation,288x384,500,2,41,24,31,31,35
2250,_home_Analise_digitais_2004_DB1_94_94_8,optical sensor CrossMatch,640x480,500,5,21,68,72,72,141
2251,_home_Analise_digitais_2004_DB4_19_19_5,synthetic fingerprint generation,288x384,500,1,37,37,55,55,50
2252,_home_Analise_digitais_2004_DB3_43_43_7,thermal sweeping sensor Atmel,300x480,512,2,41,31,75,75,61
2253,_home_Analise_digitais_2004_DB2_86_86_4,optical sensor Digital Persona,328x364,500,2,27,30,46,46,36
2254,_home_Analise_digitais_2004_DB3_56_56_8,thermal sweeping sensor Atmel,300x480,512,1,39,80,111,111,102
2255,_home_Analise_digitais_2004_DB3_100_100_2,thermal sweeping sensor Atmel,300x480,512,2,35,62,122,122,87
2256,_home_Analise_digitais_2004_DB4_4_4_6,synthetic fingerprint generation,288x384,500,1,33,48,63,63,81
2257,_home_Analise_digitais_2004_DB3_8_8_2,thermal sweeping sensor Atmel,300x480,512,1,42,47,80,80,58
2258,_home_Analise_digitais_2004_DB2_12_12_3,optical sensor Digital Persona,328x364,500,3,25,17,32,32,33
2259,_home_Analise_digitais_2004_DB2_100_100_5,optical sensor Digital Persona,328x364,500,3,17,30,72,72,67
2260,_home_Analise_digitais_2004_DB1_104_104_5,optical sensor CrossMatch,640x480,500,1,45,29,59,59,50
2261,_home_Analise_digitais_2004_DB4_30_30_2,synthetic fingerprint generation,288x384,500,1,45,33,47,47,46
2262,_home_Analise_digitais_2004_DB1_66_66_6,optical sensor CrossMatch,640x480,500,1,55,27,64,64,56
2263,_home_Analise_digitais_2004_DB1_78_78_5,optical sensor CrossMatch,640x480,500,1,47,39,67,67,62
2264,_home_Analise_digitais_2004_DB4_94_94_6,synthetic fingerprint generation,288x384,500,2,43,33,48,48,41
2265,_home_Analise_digitais_2004_DB3_26_26_4,thermal sweeping sensor Atmel,300x480,512,1,50,75,112,112,110
2266,_home_Analise_digitais_2004_DB4_105_105_7,synthetic fingerprint generation,288x384,500,1,38,29,42,42,38
2267,_home_Analise_digitais_2004_DB1_30_30_3,optical sensor CrossMatch,640x480,500,1,42,45,77,77,59
2268,_home_Analise_digitais_2004_DB3_76_76_1,thermal sweeping sensor Atmel,300x480,512,1,22,72,121,121,147
2269,_home_Analise_digitais_2004_DB4_103_103_3,synthetic fingerprint generation,288x384,500,1,40,46,77,77,53
2270,_home_Analise_digitais_2004_DB4_9_9_7,synthetic fingerprint generation,288x384,500,1,15,20,48,48,33
2271,_home_Analise_digitais_2004_DB1_105_105_2,optical sensor CrossMatch,640x480,500,1,60,47,65,65,67
2272,_home_Analise_digitais_2004_DB3_103_103_3,thermal sweeping sensor Atmel,300x480,512,1,33,54,83,83,80
2273,_home_Analise_digitais_2004_DB3_95_95_7,thermal sweeping sensor Atmel,300x480,512,4,43,63,112,112,120
2274,_home_Analise_digitais_2004_DB4_99_99_7,synthetic fingerprint generation,288x384,500,1,33,32,43,43,44
2275,_home_Analise_digitais_2004_DB1_61_61_8,optical sensor CrossMatch,640x480,500,2,33,56,83,83,114
2276,_home_Analise_digitais_2004_DB4_35_35_5,synthetic fingerprint generation,288x384,500,1,39,37,60,60,63
2277,_home_Analise_digitais_2004_DB4_39_39_7,synthetic fingerprint generation,288x384,500,1,42,31,54,54,53
2278,_home_Analise_digitais_2004_DB1_83_83_6,optical sensor CrossMatch,640x480,500,2,54,27,43,43,38
2279,_home_Analise_digitais_2004_DB1_33_33_4,optical sensor CrossMatch,640x480,500,2,56,25,39,39,28
2280,_home_Analise_digitais_2004_DB4_65_65_2,synthetic fingerprint generation,288x384,500,1,45,49,67,67,63
2281,_home_Analise_digitais_2004_DB2_70_70_5,optical sensor Digital Persona,328x364,500,2,50,25,58,58,57
2282,_home_Analise_digitais_2004_DB1_43_43_1,optical sensor CrossMatch,640x480,500,1,49,27,54,54,46
2283,_home_Analise_digitais_2004_DB2_55_55_3,optical sensor Digital Persona,328x364,500,2,43,39,54,54,38
2284,_home_Analise_digitais_2004_DB4_76_76_5,synthetic fingerprint generation,288x384,500,1,42,37,61,61,48
2285,_home_Analise_digitais_2004_DB2_99_99_7,optical sensor Digital Persona,328x364,500,5,1,59,84,84,30
2286,_home_Analise_digitais_2004_DB4_4_4_8,synthetic fingerprint generation,288x384,500,1,46,41,69,69,73
2287,_home_Analise_digitais_2004_DB4_107_107_2,synthetic fingerprint generation,288x384,500,2,45,26,31,31,31
2288,_home_Analise_digitais_2004_DB1_36_36_5,optical sensor CrossMatch,640x480,500,1,56,37,62,62,59
2289,_home_Analise_digitais_2004_DB4_104_104_5,synthetic fingerprint generation,288x384,500,3,11,14,24,24,26
2290,_home_Analise_digitais_2004_DB1_78_78_6,optical sensor CrossMatch,640x480,500,2,36,38,49,49,52
2291,_home_Analise_digitais_2004_DB3_70_70_8,thermal sweeping sensor Atmel,300x480,512,3,23,75,102,102,174
2292,_home_Analise_digitais_2004_DB4_60_60_1,synthetic fingerprint generation,288x384,500,3,18,53,89,89,102
2293,_home_Analise_digitais_2004_DB1_73_73_7,optical sensor CrossMatch,640x480,500,2,36,29,51,51,46
2294,_home_Analise_digitais_2004_DB1_81_81_2,optical sensor CrossMatch,640x480,500,2,55,29,44,44,32
2295,_home_Analise_digitais_2004_DB1_20_20_6,optical sensor CrossMatch,640x480,500,2,39,30,39,39,34
2296,_home_Analise_digitais_2004_DB3_59_59_1,thermal sweeping sensor Atmel,300x480,512,2,41,48,71,71,81
2297,_home_Analise_digitais_2004_DB1_61_61_1,optical sensor CrossMatch,640x480,500,2,37,39,52,52,53
2298,_home_Analise_digitais_2004_DB4_100_100_8,synthetic fingerprint generation,288x384,500,2,46,24,37,37,32
2299,_home_Analise_digitais_2004_DB1_70_70_6,optical sensor CrossMatch,640x480,500,1,32,38,62,62,67
2300,_home_Analise_digitais_2004_DB1_85_85_5,optical sensor CrossMatch,640x480,500,2,54,28,43,43,39
2301,_home_Analise_digitais_2004_DB4_66_66_2,synthetic fingerprint generation,288x384,500,1,44,46,61,61,59
2302,_home_Analise_digitais_2004_DB1_49_49_3,optical sensor CrossMatch,640x480,500,1,39,38,59,59,52
2303,_home_Analise_digitais_2004_DB3_82_82_6,thermal sweeping sensor Atmel,300x480,512,1,54,34,83,83,58
2304,_home_Analise_digitais_2004_DB1_47_47_2,optical sensor CrossMatch,640x480,500,1,18,22,35,35,28
2305,_home_Analise_digitais_2004_DB4_72_72_1,synthetic fingerprint generation,288x384,500,2,38,29,39,39,32
2306,_home_Analise_digitais_2004_DB1_89_89_1,optical sensor CrossMatch,640x480,500,2,43,31,35,35,44
2307,_home_Analise_digitais_2004_DB3_3_3_2,thermal sweeping sensor Atmel,300x480,512,1,45,63,96,96,132
2308,_home_Analise_digitais_2004_DB2_32_32_8,optical sensor Digital Persona,328x364,500,2,23,43,80,80,80
2309,_home_Analise_digitais_2004_DB3_64_64_5,thermal sweeping sensor Atmel,300x480,512,1,56,53,89,89,79
2310,_home_Analise_digitais_2004_DB1_68_68_5,optical sensor CrossMatch,640x480,500,1,48,44,57,57,57
2311,_home_Analise_digitais_2004_DB4_33_33_5,synthetic fingerprint generation,288x384,500,1,41,34,45,45,45
2312,_home_Analise_digitais_2004_DB3_100_100_5,thermal sweeping sensor Atmel,300x480,512,4,23,46,91,91,126
2313,_home_Analise_digitais_2004_DB3_28_28_2,thermal sweeping sensor Atmel,300x480,512,1,52,60,99,99,90
2314,_home_Analise_digitais_2004_DB2_97_97_8,optical sensor Digital Persona,328x364,500,5,1,41,76,76,103
2315,_home_Analise_digitais_2004_DB2_82_82_5,optical sensor Digital Persona,328x364,500,2,36,54,67,67,80
2316,_home_Analise_digitais_2004_DB1_92_92_4,optical sensor CrossMatch,640x480,500,1,44,37,62,62,51
2317,_home_Analise_digitais_2004_DB4_85_85_2,synthetic fingerprint generation,288x384,500,1,35,38,54,54,41
2318,_home_Analise_digitais_2004_DB1_56_56_8,optical sensor CrossMatch,640x480,500,1,34,78,117,117,118
2319,_home_Analise_digitais_2004_DB1_3_3_7,optical sensor CrossMatch,640x480,500,1,22,29,54,54,69
2320,_home_Analise_digitais_2004_DB4_87_87_5,synthetic fingerprint generation,288x384,500,2,12,39,60,60,67
2321,_home_Analise_digitais_2004_DB4_37_37_4,synthetic fingerprint generation,288x384,500,2,20,29,49,49,62
2322,_home_Analise_digitais_2004_DB4_96_96_6,synthetic fingerprint generation,288x384,500,2,38,36,42,42,47
2323,_home_Analise_digitais_2004_DB1_97_97_8,optical sensor CrossMatch,640x480,500,3,29,48,68,68,94
2324,_home_Analise_digitais_2004_DB3_41_41_3,thermal sweeping sensor Atmel,300x480,512,4,14,76,125,125,218
2325,_home_Analise_digitais_2004_DB4_101_101_6,synthetic fingerprint generation,288x384,500,1,31,44,78,78,95
2326,_home_Analise_digitais_2004_DB4_45_45_4,synthetic fingerprint generation,288x384,500,1,43,42,56,56,54
2327,_home_Analise_digitais_2004_DB1_85_85_8,optical sensor CrossMatch,640x480,500,1,42,74,109,109,121
2328,_home_Analise_digitais_2004_DB2_84_84_2,optical sensor Digital Persona,328x364,500,3,22,31,53,53,38
2329,_home_Analise_digitais_2004_DB2_76_76_1,optical sensor Digital Persona,328x364,500,2,40,26,42,42,36
2330,_home_Analise_digitais_2004_DB4_55_55_7,synthetic fingerprint generation,288x384,500,2,44,32,36,36,51
2331,_home_Analise_digitais_2004_DB4_39_39_1,synthetic fingerprint generation,288x384,500,3,21,37,39,39,71
2332,_home_Analise_digitais_2004_DB4_34_34_7,synthetic fingerprint generation,288x384,500,1,45,39,49,49,61
2333,_home_Analise_digitais_2004_DB1_61_61_4,optical sensor CrossMatch,640x480,500,1,49,55,88,88,89
2334,_home_Analise_digitais_2004_DB4_51_51_6,synthetic fingerprint generation,288x384,500,3,31,35,43,43,74
